n : 3.346745927765495;4.8958898045103165
c! : -3.559988064239783;0.012824044629924813==>: -2.3927096357339597;-0.44462704461263414
c! : -3.559988064239783;0.012824044629924813==>: -3.988539606880214;0.5068911871214912
c! : -3.559988064239783;0.012824044629924813==>: -4.453228152106886;1.7075775601661256
c! : -3.559988064239783;0.012824044629924813==>: -3.475421605036958;-0.37544611995350063
c! : -3.559988064239783;0.012824044629924813==>: -4.548276457776526;0.3593918050983831
c! : -3.559988064239783;0.012824044629924813==>: -2.5996599600119605;1.0100384733886845
c! : -3.559988064239783;0.012824044629924813==>: -2.4181766470836963;-0.5152247461687445
c! : -0.5288455261605254;-1.2760568703132948==>: -2.010845611031211;-1.7140559021405366
c! : -0.5288455261605254;-1.2760568703132948==>: -0.8870514017437952;0.2698285065776602
c! : -0.5288455261605254;-1.2760568703132948==>: 0.9808548784506268;-0.5875718490116757
c! : -0.5288455261605254;-1.2760568703132948==>: -0.6009090828015493;-0.2890248620012841
c! : -0.5288455261605254;-1.2760568703132948==>: 0.49523381164462776;-2.7840531144542293
c! : -0.5288455261605254;-1.2760568703132948==>: -0.9792747052628661;-0.23451567208503832
c! : -0.5288455261605254;-1.2760568703132948==>: -1.541863811221674;-0.7376819310718519
c! : -0.5288455261605254;-1.2760568703132948==>: -1.9042864437564102;-1.598772885752652
c! : -0.5288455261605254;-1.2760568703132948==>: -0.6885962315551737;-2.713680354685547
c! : -0.5288455261605254;-1.2760568703132948==>: 1.1624636470736416;-0.9571171628060524
c! : -0.5288455261605254;-1.2760568703132948==>: 0.5267033986356946;-2.468028360580675
c! : -0.5288455261605254;-1.2760568703132948==>: 1.43745951731408;-0.19897477356140492
c! : -1.9042864437564102;-1.598772885752652==>: -2.7822713169408098;-0.5710123652626837
c! : -1.9042864437564102;-1.598772885752652==>: -2.010845611031211;-1.7140559021405366
c! : -1.9042864437564102;-1.598772885752652==>: -3.4616562138368687;-2.8482841119583524
c! : -1.9042864437564102;-1.598772885752652==>: -2.3927096357339597;-0.44462704461263414
c! : -1.9042864437564102;-1.598772885752652==>: -0.5288455261605254;-1.2760568703132948
c! : -1.9042864437564102;-1.598772885752652==>: -2.4181766470836963;-0.5152247461687445
c! : -1.9042864437564102;-1.598772885752652==>: -2.916493547041693;-1.7775692958900269
c! : 4.609936284494749;-3.4020961679695114==>: 2.9044702539003433;-4.653510653941446
c! : 4.609936284494749;-3.4020961679695114==>: 2.330714709439362;-3.53694555125451
c! : 4.609936284494749;-3.4020961679695114==>: 3.443094344052213;-4.393839189758114
c! : 4.609936284494749;-3.4020961679695114==>: 3.9317054012279087;-2.2845566638203376
c! : 4.609936284494749;-3.4020961679695114==>: 4.800018980290178;-4.17674327534015
c! : 4.609936284494749;-3.4020961679695114==>: 4.176876219297936;-4.252979221084505
c! : 2.449019375600198;1.322393203188338==>: 3.7877821068037782;0.3257525340468579
c! : 2.449019375600198;1.322393203188338==>: 4.188835617056029;1.6377225248233476
c! : 2.449019375600198;1.322393203188338==>: 2.9903708501128534;2.0468493136319967
c! : 2.449019375600198;1.322393203188338==>: 3.812244405707478;0.9108482654106957
c! : 2.449019375600198;1.322393203188338==>: 2.1814829028529203;2.590720817852416
c! : 2.449019375600198;1.322393203188338==>: 1.800461595460531;2.3860786878650453
c! : 2.449019375600198;1.322393203188338==>: 2.2469597990901624;-0.08157672821381645
c! : 2.449019375600198;1.322393203188338==>: 4.140212336096251;0.3989821167996439
c! : 2.449019375600198;1.322393203188338==>: 2.0661148900019715;-0.43406582043465924
c! : 2.449019375600198;1.322393203188338==>: 3.7077976793417804;-0.19712049830954825
c! : 2.449019375600198;1.322393203188338==>: 1.43745951731408;-0.19897477356140492
c! : 2.449019375600198;1.322393203188338==>: 1.1364427721244583;2.891431722781528
c! : -2.844513359124008;-3.0741202628407427==>: -0.40754665419793223;-3.840170007492767
c! : -2.844513359124008;-3.0741202628407427==>: -4.426756795290131;-1.9179562177121645
c! : -2.844513359124008;-3.0741202628407427==>: -3.4616562138368687;-2.8482841119583524
c! : -2.844513359124008;-3.0741202628407427==>: -2.010845611031211;-1.7140559021405366
c! : -2.844513359124008;-3.0741202628407427==>: -4.913412497661382;-3.3533262596454927
c! : -2.844513359124008;-3.0741202628407427==>: -3.161439907639659;-3.521382203554171
c! : -2.844513359124008;-3.0741202628407427==>: -3.0090845528267818;-4.858523642326747
c! : -2.844513359124008;-3.0741202628407427==>: -3.9253839127377566;-4.869292875688604
c! : -1.6478261574940012;3.0227193310088225==>: -0.49814613417689113;3.0231955404547985
c! : -1.6478261574940012;3.0227193310088225==>: -1.6148092037521042;1.9123589157993548
c! : -1.6478261574940012;3.0227193310088225==>: -2.0356348555469896;3.5368857833215532
c! : -1.6478261574940012;3.0227193310088225==>: -1.6413507078111191;2.741815268570128
c! : -1.6478261574940012;3.0227193310088225==>: -1.1863231728086818;2.3494738884538933
c! : -1.6478261574940012;3.0227193310088225==>: 0.13542057879749514;2.472108201985309
c! : -1.6478261574940012;3.0227193310088225==>: -2.543600916314812;2.262662658003695
c! : -1.6478261574940012;3.0227193310088225==>: -1.6203226369268364;4.087118484056688
c! : -1.1863231728086818;2.3494738884538933==>: -0.49814613417689113;3.0231955404547985
c! : -1.1863231728086818;2.3494738884538933==>: -1.6478261574940012;3.0227193310088225
c! : -1.1863231728086818;2.3494738884538933==>: -2.0356348555469896;3.5368857833215532
c! : -1.1863231728086818;2.3494738884538933==>: -1.8115027799661911;1.1771505513933231
c! : -1.1863231728086818;2.3494738884538933==>: -2.6098879942863142;1.962357612281843
c! : -1.1863231728086818;2.3494738884538933==>: -2.6772765557098754;1.9848602274802705
c! : -1.1863231728086818;2.3494738884538933==>: -1.6413507078111191;2.741815268570128
c! : -1.1863231728086818;2.3494738884538933==>: -2.543600916314812;2.262662658003695
c! : -1.1863231728086818;2.3494738884538933==>: -0.5657528482138705;2.8355522033568956
c! : -1.9233521798715736;4.054208095357533==>: -1.230429119761156;4.446449059841726
c! : -1.9233521798715736;4.054208095357533==>: -3.4571279059298945;3.712094503560838
c! : -1.9233521798715736;4.054208095357533==>: -2.3349352062462394;4.546197755984144
c! : -1.9233521798715736;4.054208095357533==>: -1.7757031027056036;4.98101362681791
c! : -1.9233521798715736;4.054208095357533==>: -4.254437308814155;4.698884383939511
c! : -1.9233521798715736;4.054208095357533==>: -2.9212437732048278;4.572861692271482
c! : -1.9233521798715736;4.054208095357533==>: -3.2167569822621136;3.7693441109565935
c! : -1.9233521798715736;4.054208095357533==>: -1.6203226369268364;4.087118484056688
c! : -3.9253839127377566;-4.869292875688604==>: -2.010845611031211;-1.7140559021405366
c! : -3.9253839127377566;-4.869292875688604==>: -4.913412497661382;-3.3533262596454927
c! : -3.9253839127377566;-4.869292875688604==>: -2.844513359124008;-3.0741202628407427
c! : -3.9253839127377566;-4.869292875688604==>: -3.0090845528267818;-4.858523642326747
c! : -3.9253839127377566;-4.869292875688604==>: -3.161439907639659;-3.521382203554171
c! : -3.9253839127377566;-4.869292875688604==>: -2.916493547041693;-1.7775692958900269
c! : 4.688930164951959;-0.9627163143799313==>: 3.7877821068037782;0.3257525340468579
c! : 4.688930164951959;-0.9627163143799313==>: 4.140212336096251;0.3989821167996439
c! : 4.688930164951959;-0.9627163143799313==>: 3.7077976793417804;-0.19712049830954825
c! : 4.688930164951959;-0.9627163143799313==>: 3.974387245691114;-2.6991792567323056
c! : 4.688930164951959;-0.9627163143799313==>: 4.827247708606087;-0.6093478395098009
c! : 0.5932833179324142;-2.677255049749422==>: -0.40754665419793223;-3.840170007492767
c! : 0.5932833179324142;-2.677255049749422==>: 0.9808548784506268;-0.5875718490116757
c! : 0.5932833179324142;-2.677255049749422==>: 0.49523381164462776;-2.7840531144542293
c! : 0.5932833179324142;-2.677255049749422==>: 1.3766950187269513;-3.7196089123663647
c! : 0.5932833179324142;-2.677255049749422==>: 0.29386767114509915;-3.5440369862428645
c! : 0.5932833179324142;-2.677255049749422==>: 2.07999196668207;-3.9673007466153463
c! : 0.5932833179324142;-2.677255049749422==>: 1.1624636470736416;-0.9571171628060524
c! : 0.5932833179324142;-2.677255049749422==>: -0.06977599543877311;-4.050838078441203
c! : -2.7822713169408098;-0.5710123652626837==>: -4.426756795290131;-1.9179562177121645
c! : -2.7822713169408098;-0.5710123652626837==>: -2.010845611031211;-1.7140559021405366
c! : -2.7822713169408098;-0.5710123652626837==>: -3.988539606880214;0.5068911871214912
c! : -2.7822713169408098;-0.5710123652626837==>: -1.9042864437564102;-1.598772885752652
c! : -2.7822713169408098;-0.5710123652626837==>: -2.4181766470836963;-0.5152247461687445
c! : -2.7822713169408098;-0.5710123652626837==>: -2.916493547041693;-1.7775692958900269
c! : -2.7822713169408098;-0.5710123652626837==>: -4.225434639815942;-1.1067837131428782
c! : -0.6885962315551737;-2.713680354685547==>: -0.40754665419793223;-3.840170007492767
c! : -0.6885962315551737;-2.713680354685547==>: -2.010845611031211;-1.7140559021405366
c! : -0.6885962315551737;-2.713680354685547==>: -1.686269932667833;-3.9366482085946917
c! : -0.6885962315551737;-2.713680354685547==>: 0.49523381164462776;-2.7840531144542293
c! : -0.6885962315551737;-2.713680354685547==>: -3.0090845528267818;-4.858523642326747
c! : -0.6885962315551737;-2.713680354685547==>: -0.5288455261605254;-1.2760568703132948
c! : -0.6885962315551737;-2.713680354685547==>: 0.5267033986356946;-2.468028360580675
c! : -2.916493547041693;-1.7775692958900269==>: -2.7822713169408098;-0.5710123652626837
c! : -2.916493547041693;-1.7775692958900269==>: -3.4616562138368687;-2.8482841119583524
c! : -2.916493547041693;-1.7775692958900269==>: -2.010845611031211;-1.7140559021405366
c! : -2.916493547041693;-1.7775692958900269==>: -2.3927096357339597;-0.44462704461263414
c! : -2.916493547041693;-1.7775692958900269==>: -4.913412497661382;-3.3533262596454927
c! : -2.916493547041693;-1.7775692958900269==>: -3.475421605036958;-0.37544611995350063
c! : -2.916493547041693;-1.7775692958900269==>: -3.0090845528267818;-4.858523642326747
c! : -2.916493547041693;-1.7775692958900269==>: -3.9253839127377566;-4.869292875688604
c! : -2.916493547041693;-1.7775692958900269==>: -1.9042864437564102;-1.598772885752652
c! : 4.654013239782801;-4.091040223028139==>: 2.330714709439362;-3.53694555125451
c! : 4.654013239782801;-4.091040223028139==>: 3.9317054012279087;-2.2845566638203376
c! : 4.654013239782801;-4.091040223028139==>: 4.800018980290178;-4.17674327534015
c! : 4.654013239782801;-4.091040223028139==>: 4.313753120920772;-4.924643616568409
c! : 4.654013239782801;-4.091040223028139==>: 3.974387245691114;-2.6991792567323056
c! : 4.654013239782801;-4.091040223028139==>: 4.176876219297936;-4.252979221084505
c! : 3.974387245691114;-2.6991792567323056==>: 3.9317054012279087;-2.2845566638203376
c! : 3.974387245691114;-2.6991792567323056==>: 4.313753120920772;-4.924643616568409
c! : 3.974387245691114;-2.6991792567323056==>: 4.654013239782801;-4.091040223028139
c! : 3.974387245691114;-2.6991792567323056==>: 4.688930164951959;-0.9627163143799313
c! : 3.974387245691114;-2.6991792567323056==>: 4.827247708606087;-0.6093478395098009
c! : -4.453228152106886;1.7075775601661256==>: -2.6098879942863142;1.962357612281843
c! : -4.453228152106886;1.7075775601661256==>: -4.548276457776526;0.3593918050983831
c! : -4.453228152106886;1.7075775601661256==>: -3.559988064239783;0.012824044629924813
c! : -4.453228152106886;1.7075775601661256==>: -4.797648697483856;0.5777503066788858
c! : -0.9792747052628661;-0.23451567208503832==>: -0.8870514017437952;0.2698285065776602
c! : -0.9792747052628661;-0.23451567208503832==>: -2.3927096357339597;-0.44462704461263414
c! : -0.9792747052628661;-0.23451567208503832==>: 0.9808548784506268;-0.5875718490116757
c! : -0.9792747052628661;-0.23451567208503832==>: -1.8115027799661911;1.1771505513933231
c! : -0.9792747052628661;-0.23451567208503832==>: -1.541863811221674;-0.7376819310718519
c! : -0.9792747052628661;-0.23451567208503832==>: -0.5288455261605254;-1.2760568703132948
c! : -0.9792747052628661;-0.23451567208503832==>: -0.6866520372911591;0.9552725498181154
c! : -0.9792747052628661;-0.23451567208503832==>: 1.1624636470736416;-0.9571171628060524
c! : -2.4181766470836963;-0.5152247461687445==>: -2.7822713169408098;-0.5710123652626837
c! : -2.4181766470836963;-0.5152247461687445==>: -2.010845611031211;-1.7140559021405366
c! : -2.4181766470836963;-0.5152247461687445==>: -2.3927096357339597;-0.44462704461263414
c! : -2.4181766470836963;-0.5152247461687445==>: -1.541863811221674;-0.7376819310718519
c! : -2.4181766470836963;-0.5152247461687445==>: -3.559988064239783;0.012824044629924813
c! : -2.4181766470836963;-0.5152247461687445==>: -1.9042864437564102;-1.598772885752652
c! : -2.4181766470836963;-0.5152247461687445==>: -4.225434639815942;-1.1067837131428782
c! : -3.4616562138368687;-2.8482841119583524==>: -2.010845611031211;-1.7140559021405366
c! : -3.4616562138368687;-2.8482841119583524==>: -2.844513359124008;-3.0741202628407427
c! : -3.4616562138368687;-2.8482841119583524==>: -4.913412497661382;-3.3533262596454927
c! : -3.4616562138368687;-2.8482841119583524==>: -3.161439907639659;-3.521382203554171
c! : -3.4616562138368687;-2.8482841119583524==>: -3.0090845528267818;-4.858523642326747
c! : -3.4616562138368687;-2.8482841119583524==>: -1.9042864437564102;-1.598772885752652
c! : -3.4616562138368687;-2.8482841119583524==>: -2.916493547041693;-1.7775692958900269
c! : -3.4616562138368687;-2.8482841119583524==>: -4.225434639815942;-1.1067837131428782
c! : -2.0356348555469896;3.5368857833215532==>: -1.230429119761156;4.446449059841726
c! : -2.0356348555469896;3.5368857833215532==>: -3.4571279059298945;3.712094503560838
c! : -2.0356348555469896;3.5368857833215532==>: -1.6478261574940012;3.0227193310088225
c! : -2.0356348555469896;3.5368857833215532==>: -2.6772765557098754;1.9848602274802705
c! : -2.0356348555469896;3.5368857833215532==>: -1.1863231728086818;2.3494738884538933
c! : -2.0356348555469896;3.5368857833215532==>: -4.254437308814155;4.698884383939511
c! : -2.0356348555469896;3.5368857833215532==>: -2.543600916314812;2.262662658003695
c! : -2.0356348555469896;3.5368857833215532==>: -3.40441631683977;2.506983916299797
c! : -2.0356348555469896;3.5368857833215532==>: -2.6894344350232435;4.5593895048275375
c! : -3.161439907639659;-3.521382203554171==>: -1.686269932667833;-3.9366482085946917
c! : -3.161439907639659;-3.521382203554171==>: -3.4616562138368687;-2.8482841119583524
c! : -3.161439907639659;-3.521382203554171==>: -2.010845611031211;-1.7140559021405366
c! : -3.161439907639659;-3.521382203554171==>: -2.844513359124008;-3.0741202628407427
c! : -3.161439907639659;-3.521382203554171==>: -4.913412497661382;-3.3533262596454927
c! : -3.161439907639659;-3.521382203554171==>: -3.9253839127377566;-4.869292875688604
c! : 0.13542057879749514;2.472108201985309==>: -0.49814613417689113;3.0231955404547985
c! : 0.13542057879749514;2.472108201985309==>: 2.1957630919409343;2.697544260975002
c! : 0.13542057879749514;2.472108201985309==>: -1.6478261574940012;3.0227193310088225
c! : 0.13542057879749514;2.472108201985309==>: 2.1814829028529203;2.590720817852416
c! : 0.13542057879749514;2.472108201985309==>: 1.800461595460531;2.3860786878650453
c! : 0.13542057879749514;2.472108201985309==>: -1.6413507078111191;2.741815268570128
c! : 0.13542057879749514;2.472108201985309==>: -0.5657528482138705;2.8355522033568956
c! : -2.6894344350232435;4.5593895048275375==>: -1.230429119761156;4.446449059841726
c! : -2.6894344350232435;4.5593895048275375==>: -3.4571279059298945;3.712094503560838
c! : -2.6894344350232435;4.5593895048275375==>: -2.3349352062462394;4.546197755984144
c! : -2.6894344350232435;4.5593895048275375==>: -2.0356348555469896;3.5368857833215532
c! : -2.6894344350232435;4.5593895048275375==>: -4.254437308814155;4.698884383939511
c! : -2.6894344350232435;4.5593895048275375==>: -3.2167569822621136;3.7693441109565935
c! : 2.5378187777881145;-2.8747176259991667==>: 3.443094344052213;-4.393839189758114
c! : 2.5378187777881145;-2.8747176259991667==>: 3.9317054012279087;-2.2845566638203376
c! : 2.5378187777881145;-2.8747176259991667==>: 0.49523381164462776;-2.7840531144542293
c! : 2.5378187777881145;-2.8747176259991667==>: 1.3766950187269513;-3.7196089123663647
c! : 3.9317054012279087;-2.2845566638203376==>: 2.5378187777881145;-2.8747176259991667
c! : 3.9317054012279087;-2.2845566638203376==>: 4.800018980290178;-4.17674327534015
c! : 3.9317054012279087;-2.2845566638203376==>: 4.654013239782801;-4.091040223028139
c! : 3.9317054012279087;-2.2845566638203376==>: 4.609936284494749;-3.4020961679695114
c! : 3.9317054012279087;-2.2845566638203376==>: 3.974387245691114;-2.6991792567323056
c! : 3.9317054012279087;-2.2845566638203376==>: 4.827247708606087;-0.6093478395098009
c! : -1.7757031027056036;4.98101362681791==>: -1.230429119761156;4.446449059841726
c! : -1.7757031027056036;4.98101362681791==>: -0.14709359528211952;4.596168964196233
c! : -1.7757031027056036;4.98101362681791==>: -0.2779576493519915;4.634066018906658
c! : -1.7757031027056036;4.98101362681791==>: -2.9212437732048278;4.572861692271482
c! : -1.7757031027056036;4.98101362681791==>: -1.9233521798715736;4.054208095357533
c! : -1.7757031027056036;4.98101362681791==>: -3.2167569822621136;3.7693441109565935
c! : 0.49523381164462776;-2.7840531144542293==>: -0.40754665419793223;-3.840170007492767
c! : 0.49523381164462776;-2.7840531144542293==>: 0.5932833179324142;-2.677255049749422
c! : 0.49523381164462776;-2.7840531144542293==>: 2.5378187777881145;-2.8747176259991667
c! : 0.49523381164462776;-2.7840531144542293==>: 1.3766950187269513;-3.7196089123663647
c! : 0.49523381164462776;-2.7840531144542293==>: -0.5288455261605254;-1.2760568703132948
c! : 0.49523381164462776;-2.7840531144542293==>: 2.07999196668207;-3.9673007466153463
c! : 0.49523381164462776;-2.7840531144542293==>: -0.6885962315551737;-2.713680354685547
c! : 0.49523381164462776;-2.7840531144542293==>: 1.1624636470736416;-0.9571171628060524
c! : 0.49523381164462776;-2.7840531144542293==>: 0.5267033986356946;-2.468028360580675
c! : 0.49523381164462776;-2.7840531144542293==>: -0.06977599543877311;-4.050838078441203
c! : -3.475421605036958;-0.37544611995350063==>: -4.913412497661382;-3.3533262596454927
c! : -3.475421605036958;-0.37544611995350063==>: -3.988539606880214;0.5068911871214912
c! : -3.475421605036958;-0.37544611995350063==>: -4.548276457776526;0.3593918050983831
c! : -3.475421605036958;-0.37544611995350063==>: -3.559988064239783;0.012824044629924813
c! : -3.475421605036958;-0.37544611995350063==>: -2.916493547041693;-1.7775692958900269
c! : -3.475421605036958;-0.37544611995350063==>: -4.225434639815942;-1.1067837131428782
c! : 0.2940158340945187;4.284522003476162==>: -1.230429119761156;4.446449059841726
c! : 0.2940158340945187;4.284522003476162==>: 2.1814829028529203;2.590720817852416
c! : 0.2940158340945187;4.284522003476162==>: -0.2779576493519915;4.634066018906658
c! : 0.2940158340945187;4.284522003476162==>: -1.6203226369268364;4.087118484056688
c! : 0.2940158340945187;4.284522003476162==>: -0.5657528482138705;2.8355522033568956
c! : -0.5657528482138705;2.8355522033568956==>: -1.6148092037521042;1.9123589157993548
c! : -0.5657528482138705;2.8355522033568956==>: 1.800461595460531;2.3860786878650453
c! : -0.5657528482138705;2.8355522033568956==>: -1.1863231728086818;2.3494738884538933
c! : -0.5657528482138705;2.8355522033568956==>: -1.6413507078111191;2.741815268570128
c! : -0.5657528482138705;2.8355522033568956==>: 0.13542057879749514;2.472108201985309
c! : -0.5657528482138705;2.8355522033568956==>: 0.2940158340945187;4.284522003476162
c! : 1.43745951731408;-0.19897477356140492==>: 2.449019375600198;1.322393203188338
c! : 1.43745951731408;-0.19897477356140492==>: -0.5288455261605254;-1.2760568703132948
c! : 1.43745951731408;-0.19897477356140492==>: 3.6896272889464203;0.01119807491355207
c! : 1.43745951731408;-0.19897477356140492==>: 3.7077976793417804;-0.19712049830954825
c! : -0.40754665419793223;-3.840170007492767==>: 0.5932833179324142;-2.677255049749422
c! : -0.40754665419793223;-3.840170007492767==>: -1.686269932667833;-3.9366482085946917
c! : -0.40754665419793223;-3.840170007492767==>: -2.844513359124008;-3.0741202628407427
c! : -0.40754665419793223;-3.840170007492767==>: 0.49523381164462776;-2.7840531144542293
c! : -0.40754665419793223;-3.840170007492767==>: 1.3766950187269513;-3.7196089123663647
c! : -0.40754665419793223;-3.840170007492767==>: 0.29386767114509915;-3.5440369862428645
c! : -0.40754665419793223;-3.840170007492767==>: -0.6885962315551737;-2.713680354685547
c! : -0.40754665419793223;-3.840170007492767==>: -0.06977599543877311;-4.050838078441203
c! : 3.7877821068037782;0.3257525340468579==>: 2.449019375600198;1.322393203188338
c! : 3.7877821068037782;0.3257525340468579==>: 2.9903708501128534;2.0468493136319967
c! : 3.7877821068037782;0.3257525340468579==>: 2.2469597990901624;-0.08157672821381645
c! : 3.7877821068037782;0.3257525340468579==>: 3.6896272889464203;0.01119807491355207
c! : 3.7877821068037782;0.3257525340468579==>: 4.688930164951959;-0.9627163143799313
c! : 3.7877821068037782;0.3257525340468579==>: 3.7077976793417804;-0.19712049830954825
c! : 3.7877821068037782;0.3257525340468579==>: 4.827247708606087;-0.6093478395098009
c! : -3.6222768201360065;0.498899490925659==>: -4.363712829742832;1.2609395775849919
c! : -3.6222768201360065;0.498899490925659==>: -2.3927096357339597;-0.44462704461263414
c! : -3.6222768201360065;0.498899490925659==>: -3.988539606880214;0.5068911871214912
c! : -3.6222768201360065;0.498899490925659==>: -4.548276457776526;0.3593918050983831
c! : -3.6222768201360065;0.498899490925659==>: -3.559988064239783;0.012824044629924813
c! : -3.6222768201360065;0.498899490925659==>: -2.5996599600119605;1.0100384733886845
c! : -3.6222768201360065;0.498899490925659==>: -4.797648697483856;0.5777503066788858
c! : -0.9917916589007003;0.5296816699848259==>: -0.8870514017437952;0.2698285065776602
c! : -0.9917916589007003;0.5296816699848259==>: -2.028483177520889;0.11205342867562784
c! : -0.9917916589007003;0.5296816699848259==>: -0.6009090828015493;-0.2890248620012841
c! : -0.9917916589007003;0.5296816699848259==>: -1.8115027799661911;1.1771505513933231
c! : -0.9917916589007003;0.5296816699848259==>: -0.6866520372911591;0.9552725498181154
c! : -0.9917916589007003;0.5296816699848259==>: -2.5996599600119605;1.0100384733886845
c! : -4.913412497661382;-3.3533262596454927==>: -3.4616562138368687;-2.8482841119583524
c! : -4.913412497661382;-3.3533262596454927==>: -2.844513359124008;-3.0741202628407427
c! : -4.913412497661382;-3.3533262596454927==>: -3.475421605036958;-0.37544611995350063
c! : -4.913412497661382;-3.3533262596454927==>: -3.0090845528267818;-4.858523642326747
c! : -4.913412497661382;-3.3533262596454927==>: -3.161439907639659;-3.521382203554171
c! : -4.913412497661382;-3.3533262596454927==>: -3.9253839127377566;-4.869292875688604
c! : -4.913412497661382;-3.3533262596454927==>: -2.916493547041693;-1.7775692958900269
c! : -4.913412497661382;-3.3533262596454927==>: -4.225434639815942;-1.1067837131428782
c! : -3.4571279059298945;3.712094503560838==>: -4.90471803671007;3.8534412112470218
c! : -3.4571279059298945;3.712094503560838==>: -2.3349352062462394;4.546197755984144
c! : -3.4571279059298945;3.712094503560838==>: -2.0356348555469896;3.5368857833215532
c! : -3.4571279059298945;3.712094503560838==>: -4.254437308814155;4.698884383939511
c! : -3.4571279059298945;3.712094503560838==>: -1.9233521798715736;4.054208095357533
c! : -3.4571279059298945;3.712094503560838==>: -2.9212437732048278;4.572861692271482
c! : -3.4571279059298945;3.712094503560838==>: -2.6894344350232435;4.5593895048275375
c! : -1.6148092037521042;1.9123589157993548==>: -0.49814613417689113;3.0231955404547985
c! : -1.6148092037521042;1.9123589157993548==>: -1.6478261574940012;3.0227193310088225
c! : -1.6148092037521042;1.9123589157993548==>: -2.6098879942863142;1.962357612281843
c! : -1.6148092037521042;1.9123589157993548==>: -1.8115027799661911;1.1771505513933231
c! : -1.6148092037521042;1.9123589157993548==>: -2.6772765557098754;1.9848602274802705
c! : -1.6148092037521042;1.9123589157993548==>: -2.5996599600119605;1.0100384733886845
c! : -1.6148092037521042;1.9123589157993548==>: -0.6866520372911591;0.9552725498181154
c! : -1.6148092037521042;1.9123589157993548==>: -2.543600916314812;2.262662658003695
c! : -1.6148092037521042;1.9123589157993548==>: -0.5657528482138705;2.8355522033568956
c! : -2.5996599600119605;1.0100384733886845==>: -3.6222768201360065;0.498899490925659
c! : -2.5996599600119605;1.0100384733886845==>: -0.9917916589007003;0.5296816699848259
c! : -2.5996599600119605;1.0100384733886845==>: -2.3927096357339597;-0.44462704461263414
c! : -2.5996599600119605;1.0100384733886845==>: -1.6148092037521042;1.9123589157993548
c! : -2.5996599600119605;1.0100384733886845==>: -2.028483177520889;0.11205342867562784
c! : -2.5996599600119605;1.0100384733886845==>: -2.6772765557098754;1.9848602274802705
c! : -2.5996599600119605;1.0100384733886845==>: -3.559988064239783;0.012824044629924813
c! : 4.176876219297936;-4.252979221084505==>: 2.9044702539003433;-4.653510653941446
c! : 4.176876219297936;-4.252979221084505==>: 3.443094344052213;-4.393839189758114
c! : 4.176876219297936;-4.252979221084505==>: 2.330714709439362;-3.53694555125451
c! : 4.176876219297936;-4.252979221084505==>: 4.313753120920772;-4.924643616568409
c! : 4.176876219297936;-4.252979221084505==>: 4.654013239782801;-4.091040223028139
c! : 4.176876219297936;-4.252979221084505==>: 4.609936284494749;-3.4020961679695114
c! : -1.686269932667833;-3.9366482085946917==>: -0.40754665419793223;-3.840170007492767
c! : -1.686269932667833;-3.9366482085946917==>: -3.161439907639659;-3.521382203554171
c! : -1.686269932667833;-3.9366482085946917==>: -3.0090845528267818;-4.858523642326747
c! : -1.686269932667833;-3.9366482085946917==>: 0.29386767114509915;-3.5440369862428645
c! : -1.686269932667833;-3.9366482085946917==>: -0.6885962315551737;-2.713680354685547
c! : -1.686269932667833;-3.9366482085946917==>: -0.06977599543877311;-4.050838078441203
c! : 2.1957630919409343;2.697544260975002==>: 3.346745927765495;4.8958898045103165
c! : 2.1957630919409343;2.697544260975002==>: 4.188835617056029;1.6377225248233476
c! : 2.1957630919409343;2.697544260975002==>: 1.800461595460531;2.3860786878650453
c! : 2.1957630919409343;2.697544260975002==>: 0.13542057879749514;2.472108201985309
c! : 2.1957630919409343;2.697544260975002==>: 1.1364427721244583;2.891431722781528
c! : -2.9212437732048278;4.572861692271482==>: -1.230429119761156;4.446449059841726
c! : -2.9212437732048278;4.572861692271482==>: -4.90471803671007;3.8534412112470218
c! : -2.9212437732048278;4.572861692271482==>: -3.4571279059298945;3.712094503560838
c! : -2.9212437732048278;4.572861692271482==>: -1.7757031027056036;4.98101362681791
c! : -2.9212437732048278;4.572861692271482==>: -2.3349352062462394;4.546197755984144
c! : -2.9212437732048278;4.572861692271482==>: -1.9233521798715736;4.054208095357533
c! : -0.6866520372911591;0.9552725498181154==>: -0.9917916589007003;0.5296816699848259
c! : -0.6866520372911591;0.9552725498181154==>: -0.8870514017437952;0.2698285065776602
c! : -0.6866520372911591;0.9552725498181154==>: -0.6009090828015493;-0.2890248620012841
c! : -0.6866520372911591;0.9552725498181154==>: -1.6148092037521042;1.9123589157993548
c! : -0.6866520372911591;0.9552725498181154==>: -1.8115027799661911;1.1771505513933231
c! : -0.6866520372911591;0.9552725498181154==>: -0.9792747052628661;-0.23451567208503832
c! : -1.6413507078111191;2.741815268570128==>: -1.6478261574940012;3.0227193310088225
c! : -1.6413507078111191;2.741815268570128==>: -2.6098879942863142;1.962357612281843
c! : -1.6413507078111191;2.741815268570128==>: -1.1863231728086818;2.3494738884538933
c! : -1.6413507078111191;2.741815268570128==>: 0.13542057879749514;2.472108201985309
c! : -1.6413507078111191;2.741815268570128==>: -0.5657528482138705;2.8355522033568956
c! : -4.548276457776526;0.3593918050983831==>: -3.6222768201360065;0.498899490925659
c! : -4.548276457776526;0.3593918050983831==>: -3.988539606880214;0.5068911871214912
